t_seconds,wall_clock,probe_kind,query_ms,row_count
0,2026-08-07T11:59:08.598626Z,slow,7,0
0,2026-08-07T11:59:08.609997Z,fast,7,22
0,2026-08-07T11:59:09.092890Z,fast,6,136
1,2026-08-07T11:59:09.591612Z,fast,3,35
1,2026-08-07T11:59:10.091687Z,fast,1,0
2,2026-08-07T11:59:10.592912Z,slow,2,16
2,2026-08-07T11:59:10.592887Z,fast,2,16
2,2026-08-07T11:59:11.091667Z,fast,0,0
3,2026-08-07T11:59:11.592309Z,fast,0,0
3,2026-08-07T11:59:12.092714Z,fast,1,14
4,2026-08-07T11:59:12.592491Z,fast,0,1
4,2026-08-07T11:59:12.592496Z,slow,1,0
4,2026-08-07T11:59:13.092356Z,fast,7,246
5,2026-08-07T11:59:13.591828Z,fast,10,130
5,2026-08-07T11:59:14.091664Z,fast,2,341
6,2026-08-07T11:59:14.591538Z,fast,1,77
6,2026-08-07T11:59:14.591556Z,slow,3,39
6,2026-08-07T11:59:15.094403Z,fast,2,45
7,2026-08-07T11:59:15.591680Z,fast,3,372
7,2026-08-07T11:59:16.094184Z,fast,2,261
8,2026-08-07T11:59:16.592587Z,slow,2,9
8,2026-08-07T11:59:16.592581Z,fast,3,347
8,2026-08-07T11:59:17.092136Z,fast,0,24
9,2026-08-07T11:59:17.591789Z,fast,3,273
9,2026-08-07T11:59:18.093988Z,fast,3,249
10,2026-08-07T11:59:18.591577Z,slow,8,205
10,2026-08-07T11:59:18.591551Z,fast,8,339
10,2026-08-07T11:59:19.091643Z,fast,0,0
11,2026-08-07T11:59:19.591676Z,fast,4,342
11,2026-08-07T11:59:20.093965Z,fast,1,7
12,2026-08-07T11:59:20.594649Z,slow,3,193
12,2026-08-07T11:59:20.594632Z,fast,3,286
12,2026-08-07T11:59:21.092081Z,fast,0,0
13,2026-08-07T11:59:21.594182Z,fast,1,13
13,2026-08-07T11:59:22.093981Z,fast,0,0
14,2026-08-07T11:59:22.591560Z,slow,1,32
14,2026-08-07T11:59:22.591540Z,fast,1,34
14,2026-08-07T11:59:23.091754Z,fast,1,76
15,2026-08-07T11:59:23.591530Z,fast,3,227
15,2026-08-07T11:59:24.091864Z,fast,0,0
16,2026-08-07T11:59:24.592015Z,fast,1,9
16,2026-08-07T11:59:24.592016Z,slow,1,9
16,2026-08-07T11:59:25.091595Z,fast,1,96
17,2026-08-07T11:59:25.592484Z,fast,0,0
17,2026-08-07T11:59:26.091723Z,fast,0,0
18,2026-08-07T11:59:26.593695Z,fast,1,9
18,2026-08-07T11:59:26.593695Z,slow,1,9
18,2026-08-07T11:59:27.091877Z,fast,3,352
19,2026-08-07T11:59:27.591626Z,fast,2,316
19,2026-08-07T11:59:28.092349Z,fast,1,61
20,2026-08-07T11:59:28.592673Z,fast,1,62
20,2026-08-07T11:59:28.592673Z,slow,1,62
20,2026-08-07T11:59:29.092618Z,fast,0,0
21,2026-08-07T11:59:29.592065Z,fast,2,112
21,2026-08-07T11:59:30.092492Z,fast,0,0
22,2026-08-07T11:59:30.591666Z,fast,7,124
22,2026-08-07T11:59:30.591926Z,slow,9,235
22,2026-08-07T11:59:31.093404Z,fast,0,0
23,2026-08-07T11:59:31.591813Z,fast,9,420
23,2026-08-07T11:59:32.091986Z,fast,3,352
24,2026-08-07T11:59:32.591885Z,fast,3,71
24,2026-08-07T11:59:32.591902Z,slow,3,73
24,2026-08-07T11:59:33.091681Z,fast,0,0
25,2026-08-07T11:59:33.594057Z,fast,1,66
25,2026-08-07T11:59:34.091650Z,fast,1,82
26,2026-08-07T11:59:34.592886Z,slow,0,9
26,2026-08-07T11:59:34.592886Z,fast,0,9
26,2026-08-07T11:59:35.091573Z,fast,3,319
27,2026-08-07T11:59:35.593832Z,fast,0,0
27,2026-08-07T11:59:36.093230Z,fast,0,0
28,2026-08-07T11:59:36.591951Z,fast,4,419
28,2026-08-07T11:59:36.591961Z,slow,7,396
28,2026-08-07T11:59:37.091739Z,fast,2,193
29,2026-08-07T11:59:37.592477Z,fast,6,96
29,2026-08-07T11:59:38.091997Z,fast,0,0
30,2026-08-07T11:59:38.592266Z,fast,1,104
30,2026-08-07T11:59:38.592301Z,slow,1,127
30,2026-08-07T11:59:39.091638Z,fast,0,0
31,2026-08-07T11:59:39.592940Z,fast,0,0
31,2026-08-07T11:59:40.092385Z,fast,0,0
32,2026-08-07T11:59:40.593092Z,fast,2,147
32,2026-08-07T11:59:40.593101Z,slow,3,147
32,2026-08-07T11:59:41.091647Z,fast,0,0
33,2026-08-07T11:59:41.593934Z,fast,0,0
33,2026-08-07T11:59:42.092940Z,fast,0,0
34,2026-08-07T11:59:42.592281Z,fast,1,9
34,2026-08-07T11:59:42.592284Z,slow,1,9
34,2026-08-07T11:59:43.091710Z,fast,2,352
35,2026-08-07T11:59:43.591973Z,fast,3,337
35,2026-08-07T11:59:44.092671Z,fast,4,336
36,2026-08-07T11:59:44.593978Z,fast,14,44
36,2026-08-07T11:59:44.594393Z,slow,14,51
36,2026-08-07T11:59:45.093951Z,fast,0,0
37,2026-08-07T11:59:45.591862Z,fast,3,264
37,2026-08-07T11:59:46.092196Z,fast,5,459
38,2026-08-07T11:59:46.592329Z,slow,34,32
38,2026-08-07T11:59:46.592328Z,fast,37,355
38,2026-08-07T11:59:47.091681Z,fast,2,193
39,2026-08-07T11:59:47.594421Z,fast,4,111
39,2026-08-07T11:59:48.092919Z,fast,0,0
40,2026-08-07T11:59:48.593302Z,fast,1,21
40,2026-08-07T11:59:48.593314Z,slow,1,9
40,2026-08-07T11:59:49.091716Z,fast,1,43
41,2026-08-07T11:59:49.592137Z,fast,2,191
41,2026-08-07T11:59:50.092159Z,fast,3,100
42,2026-08-07T11:59:50.592104Z,fast,3,35
42,2026-08-07T11:59:50.592121Z,slow,3,35
42,2026-08-07T11:59:51.091652Z,fast,3,371
43,2026-08-07T11:59:51.591793Z,fast,1,63
43,2026-08-07T11:59:52.094017Z,fast,15,346
44,2026-08-07T11:59:52.593094Z,fast,13,288
44,2026-08-07T11:59:52.595323Z,slow,16,325
44,2026-08-07T11:59:53.093829Z,fast,5,173
45,2026-08-07T11:59:53.593903Z,fast,1,0
45,2026-08-07T11:59:54.093883Z,fast,0,0
46,2026-08-07T11:59:54.592701Z,fast,1,8
46,2026-08-07T11:59:54.592701Z,slow,1,9
46,2026-08-07T11:59:55.094970Z,fast,3,368
47,2026-08-07T11:59:55.593306Z,fast,2,117
47,2026-08-07T11:59:56.092291Z,fast,0,0
48,2026-08-07T11:59:56.594781Z,fast,2,134
48,2026-08-07T11:59:56.594788Z,slow,2,134
48,2026-08-07T11:59:57.092964Z,fast,0,0
49,2026-08-07T11:59:57.593489Z,fast,0,0
49,2026-08-07T11:59:58.093099Z,fast,3,357
50,2026-08-07T11:59:58.593021Z,fast,0,9
50,2026-08-07T11:59:58.593039Z,slow,0,9
50,2026-08-07T11:59:59.092765Z,fast,1,0
51,2026-08-07T11:59:59.592696Z,fast,3,204
51,2026-08-07T12:00:00.092867Z,fast,0,0
52,2026-08-07T12:00:00.594638Z,fast,2,114
52,2026-08-07T12:00:00.594664Z,slow,4,250
52,2026-08-07T12:00:01.092807Z,fast,0,0
53,2026-08-07T12:00:01.593088Z,fast,1,117
53,2026-08-07T12:00:02.092916Z,fast,0,0
54,2026-08-07T12:00:02.594396Z,fast,1,60
54,2026-08-07T12:00:02.594401Z,slow,2,60
54,2026-08-07T12:00:03.092453Z,fast,0,0
55,2026-08-07T12:00:03.591857Z,fast,4,162
55,2026-08-07T12:00:04.093923Z,fast,0,0
56,2026-08-07T12:00:04.591614Z,fast,5,326
56,2026-08-07T12:00:04.591660Z,slow,7,295
56,2026-08-07T12:00:05.091647Z,fast,3,227
57,2026-08-07T12:00:05.592709Z,fast,0,0
57,2026-08-07T12:00:06.092066Z,fast,3,266
58,2026-08-07T12:00:06.591625Z,slow,0,9
58,2026-08-07T12:00:06.591615Z,fast,0,9
58,2026-08-07T12:00:07.092694Z,fast,0,0
59,2026-08-07T12:00:07.591893Z,fast,6,88
59,2026-08-07T12:00:08.094124Z,fast,0,14
60,2026-08-07T12:00:08.592180Z,slow,1,13
60,2026-08-07T12:00:08.592181Z,fast,1,13
60,2026-08-07T12:00:09.093307Z,fast,0,0
61,2026-08-07T12:00:09.592723Z,fast,0,0
61,2026-08-07T12:00:10.092193Z,fast,5,503
62,2026-08-07T12:00:10.591631Z,fast,4,401
62,2026-08-07T12:00:10.591642Z,slow,4,401
62,2026-08-07T12:00:11.093332Z,fast,1,93
63,2026-08-07T12:00:11.592670Z,fast,0,0
63,2026-08-07T12:00:12.093443Z,fast,0,0
64,2026-08-07T12:00:12.594440Z,fast,3,153
64,2026-08-07T12:00:12.594442Z,slow,6,233
64,2026-08-07T12:00:13.092699Z,fast,0,0
65,2026-08-07T12:00:13.592882Z,fast,0,0
65,2026-08-07T12:00:14.091809Z,fast,3,216
66,2026-08-07T12:00:14.592667Z,fast,0,7
66,2026-08-07T12:00:14.592667Z,slow,0,9
66,2026-08-07T12:00:15.094248Z,fast,1,16
67,2026-08-07T12:00:15.591657Z,fast,3,244
67,2026-08-07T12:00:16.093977Z,fast,2,294
68,2026-08-07T12:00:16.591780Z,fast,0,9
68,2026-08-07T12:00:16.591788Z,slow,0,9
68,2026-08-07T12:00:17.091751Z,fast,0,0
69,2026-08-07T12:00:17.592691Z,fast,0,22
69,2026-08-07T12:00:18.093307Z,fast,0,0
70,2026-08-07T12:00:18.592494Z,fast,3,110
70,2026-08-07T12:00:18.592495Z,slow,6,359
70,2026-08-07T12:00:19.092090Z,fast,1,27
71,2026-08-07T12:00:19.591982Z,fast,0,0
71,2026-08-07T12:00:20.092794Z,fast,0,0
72,2026-08-07T12:00:20.591831Z,slow,4,191
72,2026-08-07T12:00:20.591827Z,fast,7,415
72,2026-08-07T12:00:21.094560Z,fast,2,172
73,2026-08-07T12:00:21.593386Z,fast,0,0
73,2026-08-07T12:00:22.093486Z,fast,0,0
74,2026-08-07T12:00:22.591909Z,slow,1,9
74,2026-08-07T12:00:22.591900Z,fast,1,9
74,2026-08-07T12:00:23.091723Z,fast,3,391
75,2026-08-07T12:00:23.592335Z,fast,0,0
75,2026-08-07T12:00:24.093451Z,fast,0,0
76,2026-08-07T12:00:24.594904Z,slow,0,9
76,2026-08-07T12:00:24.594892Z,fast,0,9
76,2026-08-07T12:00:25.093332Z,fast,0,0
77,2026-08-07T12:00:25.592054Z,fast,2,168
77,2026-08-07T12:00:26.092182Z,fast,1,144
78,2026-08-07T12:00:26.591714Z,fast,3,399
78,2026-08-07T12:00:26.591739Z,slow,4,383
78,2026-08-07T12:00:27.091788Z,fast,0,0
79,2026-08-07T12:00:27.593032Z,fast,0,0
79,2026-08-07T12:00:28.092517Z,fast,0,0
80,2026-08-07T12:00:28.593410Z,fast,1,7
80,2026-08-07T12:00:28.593410Z,slow,1,9
80,2026-08-07T12:00:29.091964Z,fast,2,128
81,2026-08-07T12:00:29.591906Z,fast,3,403
81,2026-08-07T12:00:30.092731Z,fast,5,396
82,2026-08-07T12:00:30.594679Z,fast,1,110
82,2026-08-07T12:00:30.594693Z,slow,2,97
82,2026-08-07T12:00:31.093867Z,fast,0,0
83,2026-08-07T12:00:31.591979Z,fast,3,409
83,2026-08-07T12:00:32.092335Z,fast,3,405
84,2026-08-07T12:00:32.591803Z,fast,4,440
84,2026-08-07T12:00:32.591806Z,slow,7,454
84,2026-08-07T12:00:33.091718Z,fast,2,363
85,2026-08-07T12:00:33.593024Z,fast,0,0
85,2026-08-07T12:00:34.094735Z,fast,2,172
86,2026-08-07T12:00:34.591694Z,slow,4,317
86,2026-08-07T12:00:34.591671Z,fast,4,336
86,2026-08-07T12:00:35.092265Z,fast,0,0
87,2026-08-07T12:00:35.594135Z,fast,0,0
87,2026-08-07T12:00:36.092678Z,fast,1,168
88,2026-08-07T12:00:36.592869Z,fast,0,9
88,2026-08-07T12:00:36.592880Z,slow,0,9
88,2026-08-07T12:00:37.091759Z,fast,0,0
89,2026-08-07T12:00:37.593244Z,fast,0,0
89,2026-08-07T12:00:38.093172Z,fast,0,0
90,2026-08-07T12:00:38.591701Z,fast,3,431
90,2026-08-07T12:00:38.591702Z,slow,7,414
90,2026-08-07T12:00:39.093105Z,fast,0,0
91,2026-08-07T12:00:39.593377Z,fast,0,0
91,2026-08-07T12:00:40.093068Z,fast,0,0
92,2026-08-07T12:00:40.592152Z,fast,0,9
92,2026-08-07T12:00:40.592153Z,slow,0,9
92,2026-08-07T12:00:41.093626Z,fast,0,0
93,2026-08-07T12:00:41.594786Z,fast,1,104
93,2026-08-07T12:00:42.093083Z,fast,0,0
94,2026-08-07T12:00:42.591904Z,slow,3,346
94,2026-08-07T12:00:42.591900Z,fast,5,373
94,2026-08-07T12:00:43.091776Z,fast,3,255
95,2026-08-07T12:00:43.592938Z,fast,0,0
95,2026-08-07T12:00:44.091782Z,fast,1,0
96,2026-08-07T12:00:44.593560Z,fast,0,9
96,2026-08-07T12:00:44.593560Z,slow,0,9
96,2026-08-07T12:00:45.093756Z,fast,2,178
97,2026-08-07T12:00:45.591867Z,fast,0,0
97,2026-08-07T12:00:46.091717Z,fast,0,0
98,2026-08-07T12:00:46.593709Z,fast,3,216
98,2026-08-07T12:00:46.593711Z,slow,5,197
98,2026-08-07T12:00:47.092549Z,fast,3,271
99,2026-08-07T12:00:47.592010Z,fast,1,0
99,2026-08-07T12:00:48.091735Z,fast,0,0
100,2026-08-07T12:00:48.591998Z,fast,1,29
100,2026-08-07T12:00:48.592005Z,slow,1,31
100,2026-08-07T12:00:49.092275Z,fast,3,362
101,2026-08-07T12:00:49.592650Z,fast,0,0
101,2026-08-07T12:00:50.092204Z,fast,3,73
102,2026-08-07T12:00:50.591706Z,slow,3,185
102,2026-08-07T12:00:50.591700Z,fast,4,359
102,2026-08-07T12:00:51.092584Z,fast,0,0
103,2026-08-07T12:00:51.592751Z,fast,0,0
103,2026-08-07T12:00:52.091732Z,fast,4,413
104,2026-08-07T12:00:52.591740Z,fast,0,9
104,2026-08-07T12:00:52.591740Z,slow,0,9
104,2026-08-07T12:00:53.093906Z,fast,0,0
105,2026-08-07T12:00:53.592792Z,fast,0,0
105,2026-08-07T12:00:54.091755Z,fast,3,403
106,2026-08-07T12:00:54.593209Z,fast,0,9
106,2026-08-07T12:00:54.593229Z,slow,0,9
106,2026-08-07T12:00:55.091796Z,fast,1,44
107,2026-08-07T12:00:55.591746Z,fast,0,0
107,2026-08-07T12:00:56.091798Z,fast,0,0
108,2026-08-07T12:00:56.594264Z,fast,2,172
108,2026-08-07T12:00:56.594278Z,slow,2,90
108,2026-08-07T12:00:57.094169Z,fast,2,180
109,2026-08-07T12:00:57.593223Z,fast,0,0
109,2026-08-07T12:00:58.092029Z,fast,0,0
110,2026-08-07T12:00:58.594582Z,fast,1,74
110,2026-08-07T12:00:58.594583Z,slow,3,201
110,2026-08-07T12:00:59.094202Z,fast,2,248
111,2026-08-07T12:00:59.591710Z,fast,0,0
111,2026-08-07T12:01:00.091712Z,fast,2,413
112,2026-08-07T12:01:00.593231Z,fast,0,9
112,2026-08-07T12:01:00.593231Z,slow,0,9
112,2026-08-07T12:01:01.092714Z,fast,0,0
113,2026-08-07T12:01:01.593239Z,fast,0,0
113,2026-08-07T12:01:02.093830Z,fast,0,12
114,2026-08-07T12:01:02.592788Z,slow,0,9
114,2026-08-07T12:01:02.592788Z,fast,0,9
114,2026-08-07T12:01:03.091737Z,fast,3,252
115,2026-08-07T12:01:03.593029Z,fast,0,0
115,2026-08-07T12:01:04.093551Z,fast,0,0
116,2026-08-07T12:01:04.593038Z,fast,0,9
116,2026-08-07T12:01:04.593038Z,slow,0,9
116,2026-08-07T12:01:05.091735Z,fast,1,167
117,2026-08-07T12:01:05.592758Z,fast,0,0
117,2026-08-07T12:01:06.091768Z,fast,0,0
118,2026-08-07T12:01:06.592870Z,fast,0,9
118,2026-08-07T12:01:06.592871Z,slow,0,9
118,2026-08-07T12:01:07.091727Z,fast,3,357
119,2026-08-07T12:01:07.593220Z,fast,0,0
119,2026-08-07T12:01:08.091964Z,fast,1,0
120,2026-08-07T12:01:08.592507Z,slow,0,9
120,2026-08-07T12:01:08.592506Z,fast,0,9
120,2026-08-07T12:01:09.093068Z,fast,3,376
121,2026-08-07T12:01:09.591722Z,fast,3,287
121,2026-08-07T12:01:10.092397Z,fast,0,0
122,2026-08-07T12:01:10.593742Z,fast,0,7
122,2026-08-07T12:01:10.593742Z,slow,0,9
122,2026-08-07T12:01:11.091890Z,fast,2,249
123,2026-08-07T12:01:11.591850Z,fast,1,29
123,2026-08-07T12:01:12.091797Z,fast,3,373
124,2026-08-07T12:01:12.592452Z,fast,0,7
124,2026-08-07T12:01:12.592453Z,slow,0,9
124,2026-08-07T12:01:13.092514Z,fast,0,0
125,2026-08-07T12:01:13.592959Z,fast,0,0
125,2026-08-07T12:01:14.091710Z,fast,5,380
126,2026-08-07T12:01:14.591897Z,fast,2,127
126,2026-08-07T12:01:14.591899Z,slow,4,235
126,2026-08-07T12:01:15.094857Z,fast,2,147
127,2026-08-07T12:01:15.594051Z,fast,3,267
127,2026-08-07T12:01:16.092335Z,fast,2,254
128,2026-08-07T12:01:16.592094Z,fast,2,196
128,2026-08-07T12:01:16.592106Z,slow,4,204
128,2026-08-07T12:01:17.091773Z,fast,3,301
129,2026-08-07T12:01:17.591802Z,fast,5,207
129,2026-08-07T12:01:18.092344Z,fast,0,0
130,2026-08-07T12:01:18.592045Z,slow,1,38
130,2026-08-07T12:01:18.592045Z,fast,1,55
130,2026-08-07T12:01:19.092248Z,fast,2,421
131,2026-08-07T12:01:19.593277Z,fast,3,295
131,2026-08-07T12:01:20.091820Z,fast,0,0
132,2026-08-07T12:01:20.593461Z,fast,0,9
132,2026-08-07T12:01:20.593465Z,slow,0,9
132,2026-08-07T12:01:21.091944Z,fast,3,412
133,2026-08-07T12:01:21.591822Z,fast,3,327
133,2026-08-07T12:01:22.091774Z,fast,1,196
134,2026-08-07T12:01:22.591844Z,fast,2,304
134,2026-08-07T12:01:22.591854Z,slow,4,303
134,2026-08-07T12:01:23.095104Z,fast,2,239
135,2026-08-07T12:01:23.591745Z,fast,2,270
135,2026-08-07T12:01:24.091901Z,fast,2,190
136,2026-08-07T12:01:24.593547Z,slow,0,9
136,2026-08-07T12:01:24.593544Z,fast,0,9
136,2026-08-07T12:01:25.093845Z,fast,0,0
137,2026-08-07T12:01:25.591734Z,fast,2,126
137,2026-08-07T12:01:26.094013Z,fast,0,0
138,2026-08-07T12:01:26.592041Z,fast,1,7
138,2026-08-07T12:01:26.592041Z,slow,1,9
138,2026-08-07T12:01:27.091953Z,fast,4,405
139,2026-08-07T12:01:27.592202Z,fast,1,0
139,2026-08-07T12:01:28.091915Z,fast,2,209
140,2026-08-07T12:01:28.594251Z,fast,1,45
140,2026-08-07T12:01:28.594286Z,slow,1,46
140,2026-08-07T12:01:29.094404Z,fast,1,22
141,2026-08-07T12:01:29.594522Z,fast,2,241
141,2026-08-07T12:01:30.094152Z,fast,0,0
142,2026-08-07T12:01:30.593745Z,fast,1,59
142,2026-08-07T12:01:30.593790Z,slow,1,59
142,2026-08-07T12:01:31.092696Z,fast,0,0
143,2026-08-07T12:01:31.592341Z,fast,2,364
143,2026-08-07T12:01:32.091885Z,fast,6,523
144,2026-08-07T12:01:32.593597Z,slow,5,270
144,2026-08-07T12:01:32.593581Z,fast,5,427
144,2026-08-07T12:01:33.091905Z,fast,3,23
145,2026-08-07T12:01:33.593953Z,fast,0,0
145,2026-08-07T12:01:34.091789Z,fast,4,473
146,2026-08-07T12:01:34.594269Z,fast,1,9
146,2026-08-07T12:01:34.594279Z,slow,1,9
146,2026-08-07T12:01:35.091929Z,fast,7,339
147,2026-08-07T12:01:35.592854Z,fast,0,0
147,2026-08-07T12:01:36.091928Z,fast,0,0
148,2026-08-07T12:01:36.593183Z,fast,1,9
148,2026-08-07T12:01:36.593186Z,slow,1,9
148,2026-08-07T12:01:37.091751Z,fast,3,304
149,2026-08-07T12:01:37.591780Z,fast,2,280
149,2026-08-07T12:01:38.094127Z,fast,2,175
150,2026-08-07T12:01:38.593989Z,fast,0,9
150,2026-08-07T12:01:38.593995Z,slow,0,9
150,2026-08-07T12:01:39.091881Z,fast,3,245
151,2026-08-07T12:01:39.592530Z,fast,0,0
151,2026-08-07T12:01:40.092814Z,fast,0,0
152,2026-08-07T12:01:40.592794Z,fast,0,9
152,2026-08-07T12:01:40.592799Z,slow,0,9
152,2026-08-07T12:01:41.093043Z,fast,0,0
153,2026-08-07T12:01:41.593468Z,fast,0,0
153,2026-08-07T12:01:42.091813Z,fast,3,293
154,2026-08-07T12:01:42.591832Z,fast,2,213
154,2026-08-07T12:01:42.591844Z,slow,3,171
154,2026-08-07T12:01:43.092019Z,fast,0,16
155,2026-08-07T12:01:43.594776Z,fast,1,130
155,2026-08-07T12:01:44.095066Z,fast,1,110
156,2026-08-07T12:01:44.592566Z,fast,4,421
156,2026-08-07T12:01:44.592566Z,slow,5,402
156,2026-08-07T12:01:45.092265Z,fast,3,330
157,2026-08-07T12:01:45.594299Z,fast,2,244
157,2026-08-07T12:01:46.092656Z,fast,0,0
158,2026-08-07T12:01:46.592068Z,fast,7,469
158,2026-08-07T12:01:46.592076Z,slow,7,450
158,2026-08-07T12:01:47.093867Z,fast,0,0
159,2026-08-07T12:01:47.593041Z,fast,6,351
159,2026-08-07T12:01:48.092651Z,fast,1,81
160,2026-08-07T12:01:48.594657Z,fast,4,369
160,2026-08-07T12:01:48.594657Z,slow,6,369
160,2026-08-07T12:01:49.092859Z,fast,0,0
161,2026-08-07T12:01:49.593602Z,fast,4,430
161,2026-08-07T12:01:50.092032Z,fast,2,113
162,2026-08-07T12:01:50.591831Z,fast,4,337
162,2026-08-07T12:01:50.591842Z,slow,4,168
162,2026-08-07T12:01:51.094520Z,fast,2,191
163,2026-08-07T12:01:51.593036Z,fast,0,0
163,2026-08-07T12:01:52.092976Z,fast,0,0
164,2026-08-07T12:01:52.591788Z,fast,1,29
164,2026-08-07T12:01:52.591839Z,slow,2,31
164,2026-08-07T12:01:53.092904Z,fast,0,0
165,2026-08-07T12:01:53.593647Z,fast,0,0
165,2026-08-07T12:01:54.092399Z,fast,2,318
166,2026-08-07T12:01:54.591949Z,fast,4,245
166,2026-08-07T12:01:54.591949Z,slow,5,245
166,2026-08-07T12:01:55.091896Z,fast,0,0
167,2026-08-07T12:01:55.592023Z,fast,0,0
167,2026-08-07T12:01:56.092001Z,fast,4,444
168,2026-08-07T12:01:56.593844Z,fast,2,146
168,2026-08-07T12:01:56.593864Z,slow,5,326
168,2026-08-07T12:01:57.092462Z,fast,0,0
169,2026-08-07T12:01:57.591893Z,fast,0,0
169,2026-08-07T12:01:58.093462Z,fast,0,0
170,2026-08-07T12:01:58.592765Z,fast,0,7
170,2026-08-07T12:01:58.592771Z,slow,1,9
170,2026-08-07T12:01:59.093240Z,fast,0,0
171,2026-08-07T12:01:59.594278Z,fast,1,44
171,2026-08-07T12:02:00.091789Z,fast,1,52
172,2026-08-07T12:02:00.594328Z,slow,0,9
172,2026-08-07T12:02:00.594328Z,fast,0,9
172,2026-08-07T12:02:01.093325Z,fast,0,0
173,2026-08-07T12:02:01.591981Z,fast,2,187
173,2026-08-07T12:02:02.093381Z,fast,1,52
174,2026-08-07T12:02:02.593718Z,slow,0,9
174,2026-08-07T12:02:02.593714Z,fast,0,9
174,2026-08-07T12:02:03.091918Z,fast,1,176
175,2026-08-07T12:02:03.592004Z,fast,2,158
175,2026-08-07T12:02:04.092480Z,fast,0,0
176,2026-08-07T12:02:04.593481Z,fast,2,223
176,2026-08-07T12:02:04.593486Z,slow,2,296
176,2026-08-07T12:02:05.093149Z,fast,0,0
177,2026-08-07T12:02:05.592712Z,fast,0,0
177,2026-08-07T12:02:06.092437Z,fast,0,0
178,2026-08-07T12:02:06.593998Z,fast,0,14
178,2026-08-07T12:02:06.594Z,slow,0,16
178,2026-08-07T12:02:07.092774Z,fast,0,0
179,2026-08-07T12:02:07.591982Z,fast,0,28
179,2026-08-07T12:02:08.093478Z,fast,0,0
180,2026-08-07T12:02:08.592774Z,fast,0,16
180,2026-08-07T12:02:08.592779Z,slow,0,14
180,2026-08-07T12:02:09.093527Z,fast,0,0
181,2026-08-07T12:02:09.591972Z,fast,0,5
181,2026-08-07T12:02:10.092359Z,fast,0,34
182,2026-08-07T12:02:10.592026Z,fast,5,401
182,2026-08-07T12:02:10.592030Z,slow,5,400
182,2026-08-07T12:02:11.092516Z,fast,0,5
183,2026-08-07T12:02:11.591993Z,fast,1,27
183,2026-08-07T12:02:12.093748Z,fast,0,16
184,2026-08-07T12:02:12.592958Z,slow,0,9
184,2026-08-07T12:02:12.592951Z,fast,0,9
184,2026-08-07T12:02:13.093393Z,fast,0,0
185,2026-08-07T12:02:13.592038Z,fast,3,363
185,2026-08-07T12:02:14.092858Z,fast,0,0
186,2026-08-07T12:02:14.592892Z,slow,0,9
186,2026-08-07T12:02:14.592885Z,fast,0,9
186,2026-08-07T12:02:15.093553Z,fast,0,0
187,2026-08-07T12:02:15.592353Z,fast,0,0
187,2026-08-07T12:02:16.092575Z,fast,0,0
188,2026-08-07T12:02:16.592043Z,fast,4,331
188,2026-08-07T12:02:16.592043Z,slow,4,331
188,2026-08-07T12:02:17.092420Z,fast,6,500
189,2026-08-07T12:02:17.592782Z,fast,2,237
189,2026-08-07T12:02:18.092535Z,fast,0,0
190,2026-08-07T12:02:18.593486Z,slow,0,9
190,2026-08-07T12:02:18.593487Z,fast,0,9
190,2026-08-07T12:02:19.094088Z,fast,0,0
191,2026-08-07T12:02:19.592834Z,fast,0,0
191,2026-08-07T12:02:20.091948Z,fast,0,0
192,2026-08-07T12:02:20.594191Z,fast,3,321
192,2026-08-07T12:02:20.594215Z,slow,4,160
192,2026-08-07T12:02:21.091906Z,fast,2,265
193,2026-08-07T12:02:21.592070Z,fast,2,219
193,2026-08-07T12:02:22.092245Z,fast,2,204
194,2026-08-07T12:02:22.593546Z,fast,1,130
194,2026-08-07T12:02:22.593557Z,slow,2,129
194,2026-08-07T12:02:23.095030Z,fast,2,267
195,2026-08-07T12:02:23.592001Z,fast,2,161
195,2026-08-07T12:02:24.092175Z,fast,0,0
196,2026-08-07T12:02:24.592902Z,fast,0,9
196,2026-08-07T12:02:24.592903Z,slow,0,9
196,2026-08-07T12:02:25.093468Z,fast,3,325
197,2026-08-07T12:02:25.592576Z,fast,0,0
197,2026-08-07T12:02:26.092629Z,fast,1,48
198,2026-08-07T12:02:26.593834Z,fast,0,9
198,2026-08-07T12:02:26.593838Z,slow,0,9
198,2026-08-07T12:02:27.093330Z,fast,0,0
199,2026-08-07T12:02:27.594070Z,fast,0,0
199,2026-08-07T12:02:28.092935Z,fast,0,0
200,2026-08-07T12:02:28.592226Z,slow,0,9
200,2026-08-07T12:02:28.592225Z,fast,0,9
200,2026-08-07T12:02:29.093368Z,fast,0,0
201,2026-08-07T12:02:29.592195Z,fast,3,438
201,2026-08-07T12:02:30.092411Z,fast,0,0
202,2026-08-07T12:02:30.593257Z,fast,0,8
202,2026-08-07T12:02:30.593264Z,slow,0,9
202,2026-08-07T12:02:31.095112Z,fast,1,46
203,2026-08-07T12:02:31.591961Z,fast,1,196
203,2026-08-07T12:02:32.094359Z,fast,0,0
204,2026-08-07T12:02:32.592534Z,fast,0,9
204,2026-08-07T12:02:32.592535Z,slow,0,9
204,2026-08-07T12:02:33.094147Z,fast,0,0
205,2026-08-07T12:02:33.591907Z,fast,2,269
205,2026-08-07T12:02:34.091861Z,fast,3,201
206,2026-08-07T12:02:34.592765Z,fast,0,9
206,2026-08-07T12:02:34.592765Z,slow,0,9
