run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M3,46,saturated,M3,false,1317.000,1.777,2.448,3.011,37800.227,38032.518,38049.159,3368,109281,16875520,7520256,49340,0,2026-08-03T10:26:41.551831Z
M3,47,saturated,M3,false,1323.000,1.750,2.349,2.547,37831.241,38058.385,38076.731,6008,110661,17170432,7643136,49320,0,2026-08-03T10:26:41.551831Z
M3,48,saturated,M3,false,1280.000,1.857,2.476,2.783,37812.390,38040.181,38086.743,8648,111961,17465344,7757824,49340,19,2026-08-03T10:26:41.551831Z
M3,49,saturated,M3,false,1319.000,1.729,2.384,2.616,37813.901,38028.824,38052.440,11246,113281,17637376,7888896,49340,0,2026-08-03T10:26:41.551831Z
M3,50,saturated,M3,false,1207.000,1.601,4.770,19.811,37866.156,38089.303,38132.367,13804,114581,17915904,8003584,49459,24,2026-08-03T10:26:41.551831Z
M3,51,saturated,M3,false,1301.000,1.598,2.760,9.668,37951.962,38192.044,38212.467,16313,115926,18104320,8126464,49359,19,2026-08-03T10:26:41.551831Z
M3,52,saturated,M3,false,1320.000,1.740,2.300,2.509,37953.983,38179.740,38198.548,18960,117107,18399232,8257536,49340,21,2026-08-03T10:26:41.551831Z
M3,53,saturated,M3,false,1320.000,1.655,2.176,2.409,37944.248,38166.581,38194.084,21622,118428,18595840,8380416,49320,0,2026-08-03T10:26:41.551831Z
M3,54,saturated,M3,false,1360.000,1.629,2.306,2.588,37929.297,38166.693,38182.878,24289,119748,18882560,8503296,49337,0,2026-08-03T10:26:41.551831Z
M3,55,saturated,M3,false,1341.000,1.677,2.212,2.432,37927.744,38151.382,38175.498,26841,121085,19103744,8626176,49340,0,2026-08-03T10:26:41.551831Z
M3,56,saturated,M3,false,1320.000,1.691,2.225,2.488,37899.009,38126.835,38157.163,29569,122428,19374080,8757248,49341,1,2026-08-03T10:26:41.551831Z
M3,57,saturated,M3,false,1340.000,1.687,2.302,2.563,37912.059,38127.718,38158.295,32223,123789,19578880,8880128,49320,0,2026-08-03T10:26:41.551831Z
M3,58,saturated,M3,false,1320.000,1.723,2.214,2.477,37863.594,38090.035,38136.877,34913,125089,19849216,9019392,49340,0,2026-08-03T10:26:41.551831Z
M3,59,saturated,M3,false,1320.000,1.725,2.337,2.585,37837.299,38067.991,38085.360,37453,126449,20094976,9134080,49340,20,2026-08-03T10:26:41.551831Z
M3,60,saturated,M3,false,1240.000,1.558,3.865,20.414,37902.804,38117.573,38148.089,40025,128024,20348928,9256960,49420,0,2026-08-03T10:26:41.551831Z
M3,61,saturated,M3,false,1300.000,1.379,2.903,8.192,37936.005,38167.967,38187.022,42583,75812,10485760,4456448,49346,31,2026-08-03T10:26:41.551831Z
M3,62,saturated,M3,false,1317.000,1.654,2.301,2.681,37934.026,38162.134,38192.899,45210,77032,10747904,4603904,49340,21,2026-08-03T10:26:41.551831Z
M3,63,saturated,M3,false,1323.000,1.581,2.315,3.078,37926.866,38148.556,38178.757,47863,78352,10969088,4743168,49320,0,2026-08-03T10:26:41.551831Z
M3,64,saturated,M3,false,1300.000,1.807,2.471,3.336,37890.397,38116.352,38134.172,50539,79672,11231232,4874240,49340,0,2026-08-03T10:26:41.551831Z
M3,65,saturated,M3,false,1320.000,1.707,2.338,2.581,37874.939,38104.167,38120.147,53163,81012,11460608,5005312,49320,0,2026-08-03T10:26:41.551831Z
M3,66,saturated,M3,false,1320.000,1.712,2.296,2.515,37820.469,38049.420,38080.824,55809,82312,11722752,5120000,49328,17,2026-08-03T10:26:41.551831Z
M3,67,saturated,M3,false,1340.000,1.647,2.253,2.555,37820.361,38048.395,38073.022,58461,83620,11935744,5251072,49320,0,2026-08-03T10:26:41.551831Z
M3,68,saturated,M3,false,1303.000,1.730,2.391,2.713,37779.262,38003.212,38043.571,61145,84952,12222464,5373952,49375,20,2026-08-03T10:26:41.551831Z
M3,69,saturated,M3,false,1320.000,1.669,2.221,2.546,37777.114,37994.785,38025.794,63762,86311,12435456,5488640,49340,26,2026-08-03T10:26:41.551831Z
M3,70,saturated,M3,false,1201.000,1.529,4.336,22.255,37847.973,38076.237,38104.666,66168,87595,12697600,5586944,49439,0,2026-08-03T10:26:41.551831Z
M3,71,saturated,M3,false,1343.000,1.440,2.457,13.879,37854.673,38093.786,38119.066,68728,88915,12902400,5709824,49277,0,2026-08-03T10:26:41.551831Z
M3,72,saturated,M3,false,1320.000,1.789,2.329,2.613,37859.985,38079.237,38102.842,71414,90096,13164544,5824512,49340,0,2026-08-03T10:26:41.551831Z
M3,73,saturated,M3,false,1340.000,1.586,2.098,2.519,37859.031,38081.709,38113.532,73942,91479,13402112,5947392,49320,20,2026-08-03T10:26:41.551831Z
M3,74,saturated,M3,false,1180.000,1.808,2.614,3.611,37937.801,38181.688,38211.074,76648,92799,13639680,6053888,49400,0,2026-08-03T10:26:41.551831Z
M3,75,saturated,M3,false,1200.000,1.727,2.365,2.725,37986.635,38253.748,38296.645,79031,95084,13918208,6168576,49380,10,2026-08-03T10:26:41.551831Z
M3,76,saturated,M3,false,1341.000,1.778,2.311,2.516,38019.757,38241.764,38272.462,81343,95084,14114816,6299648,49299,1,2026-08-03T10:26:41.551831Z
M3,77,saturated,M3,false,1340.000,1.724,2.409,2.695,38003.001,38230.218,38254.654,84081,96619,14368768,6414336,49320,1,2026-08-03T10:26:41.551831Z
M3,78,saturated,M3,false,1340.000,1.708,2.286,2.765,37978.480,38196.503,38239.997,86761,97960,14622720,6529024,49381,5,2026-08-03T10:26:41.551831Z
M3,79,saturated,M3,false,1305.000,1.735,2.292,2.515,37938.052,38152.457,38196.394,89576,99361,14884864,6660096,49319,24,2026-08-03T10:26:41.551831Z
M3,80,saturated,M3,false,1216.000,1.568,5.985,20.569,38020.176,38271.047,38294.723,92001,100619,15097856,6758400,49439,1,2026-08-03T10:26:41.551831Z
M3,81,saturated,M3,false,1303.000,1.675,2.566,9.851,38066.583,38275.941,38303.304,94512,101960,15335424,6873088,49319,21,2026-08-03T10:26:41.551831Z
M3,82,saturated,M3,false,1300.000,1.741,2.384,3.183,38043.653,38264.620,38285.569,97144,103143,15581184,6987776,49242,0,2026-08-03T10:26:41.551831Z
M3,83,saturated,M3,false,1321.000,1.666,2.347,2.590,38052.919,38276.466,38302.563,99774,104642,15843328,7118848,49469,13,2026-08-03T10:26:41.551831Z
M3,84,saturated,M3,false,1319.000,1.751,2.339,2.812,38094.799,38308.639,38331.453,102420,106287,16080896,7225344,49309,22,2026-08-03T10:26:41.551831Z
