run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M4,0,saturated,M4,false,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,
M4,1,saturated,M4,false,946.000,3.783,15.582,26.305,402.048,917.725,956.425,0,0,3645440,974848,28626,11,
M4,2,saturated,M4,false,1163.000,4.694,8.890,12.887,1478.311,1910.592,1948.237,0,42974,6438912,1695744,51060,27,
M4,3,saturated,M4,false,1015.000,7.177,14.972,18.138,2433.083,2897.436,2943.353,0,45220,6553600,1769472,49910,5,
M4,4,saturated,M4,false,935.000,8.856,16.234,19.741,3441.294,3901.363,3938.663,0,58896,6742016,1843200,49522,18,
M4,5,saturated,M4,false,801.000,11.086,18.701,22.809,4438.445,4876.431,4913.998,0,61572,6938624,1916928,49588,17,
M4,6,saturated,M4,false,614.000,13.239,28.525,119.368,5460.965,5883.228,5932.109,0,64054,7143424,1990656,49727,20,
M4,7,saturated,M4,false,664.000,15.617,27.943,32.490,6434.460,6885.846,6918.616,0,66217,7266304,2039808,49666,25,
M4,8,saturated,M4,false,645.000,16.511,28.337,33.714,7425.407,7890.912,7933.074,0,68065,7462912,2105344,49677,21,
M4,9,saturated,M4,false,601.000,18.525,30.291,38.559,8429.386,8885.023,8927.012,0,70089,7593984,2154496,49696,17,
M4,10,saturated,M4,false,589.000,19.325,32.246,37.612,9430.815,9882.113,9924.637,0,71923,7741440,2203648,49700,15,
M4,11,saturated,M4,false,572.000,19.627,34.031,37.368,10423.109,10879.250,10917.492,0,73974,7839744,2260992,49709,23,
M4,12,saturated,M4,false,554.000,21.318,36.663,42.345,11417.345,11874.394,11912.041,0,75709,8011776,2310144,49712,23,
M4,13,saturated,M4,false,538.000,22.853,36.075,41.682,12431.833,12865.277,12913.359,0,77389,8134656,2359296,49736,21,
M4,14,saturated,M4,false,528.000,23.268,39.246,43.392,13414.513,13881.799,13915.596,0,79035,8257536,2408448,49736,32,
M4,15,saturated,M4,false,501.000,24.384,38.264,44.538,14419.404,14854.271,14911.099,0,80099,8396800,2441216,49737,25,
M4,16,saturated,M4,false,428.000,26.723,44.623,122.488,15451.137,15874.221,15911.152,0,81741,8486912,2490368,49821,21,
M4,17,saturated,M4,false,463.000,28.309,45.209,54.179,16414.077,16874.009,16919.489,0,83339,8601600,2523136,49771,29,
M4,18,saturated,M4,false,454.000,27.154,43.631,52.077,17421.163,17868.576,17902.495,0,84726,8724480,2580480,49766,24,
M4,19,saturated,M4,false,442.000,29.824,48.462,56.550,18411.577,18873.343,18899.666,0,85603,8806400,2605056,49776,25,
M4,20,saturated,M4,false,433.000,30.240,45.388,50.480,19409.981,19866.356,19898.992,0,87174,8921088,2646016,49781,25,
M4,21,saturated,M4,false,432.000,31.906,48.366,53.306,20410.378,20858.086,20904.055,0,88501,9043968,2686976,49784,28,
M4,22,saturated,M4,false,433.000,31.148,48.476,59.546,21413.353,21870.089,21909.285,0,89763,9117696,2711552,49780,27,
M4,23,saturated,M4,false,357.000,35.485,63.879,87.986,22370.380,22862.465,22897.407,0,91065,9224192,2760704,49798,28,
M4,24,saturated,M4,false,353.000,35.484,61.887,85.328,23446.965,23866.377,23902.428,0,92224,9322496,2793472,49874,14,
M4,25,saturated,M4,false,298.000,39.670,71.539,138.721,24371.614,24855.316,24882.192,0,93396,9404416,2818048,49837,27,
M4,26,saturated,M4,false,240.000,41.326,300.294,320.804,25498.602,25877.056,25888.989,0,94319,9453568,2842624,49935,21,
M4,27,saturated,M4,false,343.000,40.886,66.740,79.227,26413.399,26858.590,26893.774,0,94856,9510912,2859008,49827,30,
M4,28,saturated,M4,false,244.000,41.463,284.949,299.031,27243.047,27850.733,27906.188,0,95878,9609216,2899968,49816,19,
M4,29,saturated,M4,false,244.000,45.558,85.955,108.438,28434.138,28831.152,28902.947,0,96798,9682944,2916352,50024,19,
M4,30,saturated,M4,false,286.000,45.331,78.599,98.978,29401.268,29853.652,29883.458,0,97483,9732096,2940928,49860,29,
M4,31,saturated,M4,false,311.000,43.562,70.062,83.061,30402.300,30868.828,30896.076,0,98065,9773056,2957312,49847,9,
M4,32,saturated,M4,false,293.000,44.020,73.471,87.722,31421.062,31864.436,31896.336,0,99208,9854976,2998272,49857,37,
M4,33,saturated,M4,false,262.000,47.471,134.537,187.382,32428.295,32831.700,32882.525,0,100199,9928704,3022848,49866,24,
M4,34,saturated,M4,false,295.000,52.234,84.015,117.383,33425.922,33868.958,33892.520,0,100743,10010624,3039232,49864,42,
M4,35,saturated,M4,false,306.000,46.325,77.733,97.384,34400.530,34844.136,34859.309,0,101759,10076160,3063808,49852,52,
M4,36,saturated,M4,false,273.000,48.892,152.290,175.836,35422.307,35853.494,35879.372,0,102816,10117120,3096576,49861,35,
M4,37,saturated,M4,false,315.000,48.455,75.641,89.094,36377.163,36845.637,36889.941,0,103393,10190848,3121152,49841,38,
M4,38,saturated,M4,false,317.000,47.564,73.951,89.541,37405.335,37840.811,37894.746,0,104470,10289152,3153920,49837,30,
M4,39,saturated,M4,false,315.000,46.265,71.972,85.562,38392.226,38846.791,38876.372,0,105411,10354688,3170304,49841,40,
M4,40,saturated,M4,false,315.000,46.315,73.319,86.442,39386.703,39838.557,39873.312,0,106363,10420224,3194880,49845,32,
M4,41,saturated,M4,false,317.000,47.376,74.950,84.925,40382.997,40843.511,40873.516,0,107431,10502144,3227648,49839,31,
M4,42,saturated,M4,false,295.000,49.011,75.301,88.221,41382.303,41825.868,41857.304,0,108374,10584064,3252224,49853,31,
M4,43,saturated,M4,false,303.000,50.004,80.402,93.793,42391.700,42852.747,42888.196,0,108978,10657792,3276800,49851,35,
M4,44,saturated,M4,false,291.000,50.876,86.721,100.409,43393.812,43849.450,43880.164,0,110006,10723328,3309568,49853,32,
M4,45,saturated,M4,false,297.000,50.090,73.578,84.714,44382.952,44847.203,44885.139,0,110901,10780672,3334144,49846,34,
M4,46,saturated,M4,false,262.000,49.302,92.528,124.314,45408.978,45829.176,45860.460,0,111780,10846208,3350528,49881,39,
M4,47,saturated,M4,false,291.000,51.789,80.460,94.460,46401.395,46851.320,46889.887,0,112632,10928128,3366912,49842,38,
M4,48,saturated,M4,false,282.000,51.748,82.730,92.465,47377.943,47839.902,47876.996,0,113641,10993664,3407872,49861,18,
M4,49,saturated,M4,false,297.000,50.727,76.830,87.245,48380.999,48821.341,48876.099,0,114172,11059200,3432448,49854,28,
M4,50,saturated,M4,false,277.000,51.812,82.221,109.495,49374.800,49832.285,49881.370,0,115210,11116544,3457024,49857,38,
M4,51,saturated,M4,false,267.000,56.232,95.108,107.821,50378.801,50854.474,50878.055,0,116198,11206656,3473408,49863,28,
M4,52,saturated,M4,false,210.000,57.669,146.184,206.756,51319.720,51839.572,51868.514,0,116920,11264000,3506176,49898,30,
M4,53,saturated,M4,false,260.000,54.501,90.027,136.803,52371.508,52831.411,52876.253,0,117369,11304960,3522560,49866,42,
M4,54,saturated,M4,false,258.000,60.143,96.379,121.282,53367.672,53847.602,53869.943,0,118220,11370496,3538944,49870,39,
M4,55,saturated,M4,false,263.000,57.664,86.465,108.452,54385.372,54832.031,54878.711,0,119104,11419648,3563520,49869,38,
M4,56,saturated,M4,false,233.000,58.882,120.281,134.827,55394.293,55842.164,55862.915,0,119916,11476992,3579904,49888,28,
M4,57,saturated,M4,false,256.000,60.063,97.060,122.922,56385.282,56833.951,56873.285,0,120628,11558912,3604480,49871,42,
M4,58,saturated,M4,false,264.000,57.065,93.092,109.202,57392.917,57816.515,57872.744,0,121409,11616256,3629056,49864,38,
M4,59,saturated,M4,false,264.000,57.870,89.696,110.001,58354.328,58827.304,58856.894,0,122170,11665408,3653632,49868,37,
M4,60,saturated,M4,false,267.000,60.896,85.562,96.444,59375.300,59841.306,59877.374,0,122719,11730944,3678208,49871,32,
M4,61,saturated,M4,false,254.000,58.750,89.630,108.580,60368.844,60825.332,60848.196,0,123902,11771904,3702784,49867,36,2026-08-03T11:42:43.158834Z
M4,62,saturated,M4,false,258.000,57.685,91.536,129.918,61346.813,61825.510,61846.552,0,124713,11804672,3719168,49872,54,2026-08-03T11:42:43.158834Z
M4,63,saturated,M4,false,243.000,62.285,99.235,132.650,62373.917,62808.251,62858.379,0,125620,11968512,3743744,49876,28,2026-08-03T11:42:43.158834Z
M4,64,saturated,M4,false,237.000,67.618,108.148,132.998,63369.919,63822.078,63870.232,0,126351,12025856,3760128,49885,43,2026-08-03T11:42:43.158834Z
