run_id,t_seconds,config,mitigation,antagonist_active,throughput,claim_p50,claim_p95,claim_p99,e2e_p50,e2e_p95,e2e_p99,n_dead_tup,n_live_tup,table_bytes,index_bytes,queue_depth,oldest_backend_xmin_age,last_autovacuum
M1,0,saturated,M1,false,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0,0,0,
M1,1,saturated,M1,false,1162.000,1.760,9.084,17.951,427.691,895.703,927.840,213,21503,3063808,884736,46437,20,
M1,2,saturated,M1,false,1375.000,1.471,4.071,7.572,1412.331,1868.305,1908.135,2115,51241,6201344,1818624,49397,0,
M1,3,saturated,M1,false,1360.000,1.554,2.525,3.394,2372.668,2829.390,2865.653,1370,53319,6316032,1908736,49400,1,2026-08-02T09:23:35.925077Z
M1,4,saturated,M1,false,1380.000,1.516,2.543,3.074,3345.392,3790.592,3836.306,3982,53319,6668288,2015232,49420,20,2026-08-02T09:23:35.925077Z
M1,5,saturated,M1,false,1354.000,1.538,2.484,5.865,4353.627,4795.236,4824.715,6765,54690,6938624,2121728,49399,18,2026-08-02T09:23:35.925077Z
M1,6,saturated,M1,false,1377.000,1.601,2.509,5.472,5314.027,5769.896,5810.549,9463,56071,7151616,2203648,49418,20,2026-08-02T09:23:35.925077Z
M1,7,saturated,M1,false,1323.000,1.585,3.236,12.760,6309.837,6751.242,6794.542,12367,57420,7462912,2310144,49437,0,2026-08-02T09:23:35.925077Z
M1,8,saturated,M1,false,1460.000,1.298,2.271,2.787,7291.512,7731.092,7772.533,14937,58801,7733248,2416640,49360,10,2026-08-02T09:23:35.925077Z
M1,9,saturated,M1,false,1300.000,1.768,2.971,8.507,8252.818,8709.690,8754.047,17798,60124,7970816,2523136,49460,16,2026-08-02T09:23:35.925077Z
M1,10,saturated,M1,false,1360.000,1.454,2.473,3.509,9232.544,9676.739,9724.196,20509,61604,8257536,2605056,49439,15,2026-08-02T09:23:35.925077Z
M1,11,saturated,M1,false,1319.000,1.628,4.445,11.973,10197.545,10674.664,10714.813,23218,62885,8445952,2711552,49465,0,2026-08-02T09:23:35.925077Z
M1,12,saturated,M1,false,1381.000,1.367,2.292,2.875,11190.582,11628.529,11669.921,25914,64264,8740864,2818048,49420,40,2026-08-02T09:23:35.925077Z
M1,13,saturated,M1,false,1360.000,1.700,2.534,3.263,12172.711,12608.982,12652.630,28630,65584,8970240,2916352,49420,7,2026-08-02T09:23:35.925077Z
M1,14,saturated,M1,false,1360.000,1.538,2.481,4.231,13144.365,13583.928,13629.390,31357,66964,9248768,3014656,49420,19,2026-08-02T09:23:35.925077Z
M1,15,saturated,M1,false,1380.000,1.671,2.568,3.051,14136.571,14555.708,14596.293,34108,68324,9486336,3112960,49409,0,2026-08-02T09:23:35.925077Z
M1,16,saturated,M1,false,1440.000,1.438,2.252,2.878,15065.483,15522.024,15571.225,36883,69704,9740288,3227648,49420,40,2026-08-02T09:23:35.925077Z
M1,17,saturated,M1,false,1362.000,1.711,2.527,3.253,16077.380,16494.777,16535.912,39752,71084,9994240,3334144,49420,0,2026-08-02T09:23:35.925077Z
M1,18,saturated,M1,false,1440.000,1.421,2.348,2.837,17024.875,17474.334,17518.467,42519,72504,10248192,3424256,49408,15,2026-08-02T09:23:35.925077Z
M1,19,saturated,M1,false,1300.000,1.766,3.197,10.254,17985.774,18401.588,18467.664,45221,73886,10502144,3530752,49495,4,2026-08-02T09:23:35.925077Z
M1,20,saturated,M1,false,1505.000,1.212,2.322,3.306,18975.519,19399.632,19438.465,47949,75326,10756096,3629056,49358,0,2026-08-02T09:23:35.925077Z
M1,21,saturated,M1,false,1268.000,1.588,3.449,14.318,19895.894,20376.514,20405.223,50840,76646,11018240,3735552,49539,7,2026-08-02T09:23:35.925077Z
M1,22,saturated,M1,false,1454.000,1.408,2.637,4.317,20891.167,21346.854,21386.232,53559,78135,11255808,3833856,49417,0,2026-08-02T09:23:35.925077Z
M1,23,saturated,M1,false,1380.000,1.401,2.540,4.954,21876.421,22314.531,22353.938,56344,79413,11509760,3932160,49440,0,2026-08-02T09:23:35.925077Z
M1,24,saturated,M1,false,1407.000,1.635,2.646,3.517,22853.359,23300.872,23334.654,59160,81108,11755520,4038656,49433,20,2026-08-02T09:23:35.925077Z
M1,25,saturated,M1,false,1383.000,1.451,2.866,5.705,23825.134,24270.587,24313.522,61970,82253,12009472,4145152,49457,4,2026-08-02T09:23:35.925077Z
M1,26,saturated,M1,false,1362.000,1.672,3.028,4.933,24810.419,25231.869,25283.625,64742,83660,12255232,4243456,49458,19,2026-08-02T09:23:35.925077Z
M1,27,saturated,M1,false,1421.000,1.511,2.512,3.873,25790.288,26224.155,26267.631,67518,85043,12541952,4349952,49420,0,2026-08-02T09:23:35.925077Z
M1,28,saturated,M1,false,1366.000,1.554,3.174,6.572,26772.166,27205.028,27247.027,70325,86405,12763136,4448256,49474,11,2026-08-02T09:23:35.925077Z
M1,29,saturated,M1,false,1286.000,1.552,2.851,18.069,27724.172,28126.086,28202.296,73064,87829,13033472,4554752,49520,20,2026-08-02T09:23:35.925077Z
M1,30,saturated,M1,false,1369.000,1.644,2.920,5.118,28704.349,29145.841,29166.130,75751,89152,13254656,4653056,49478,0,2026-08-02T09:23:35.925077Z
M1,31,saturated,M1,false,1305.000,1.598,6.659,11.628,29610.729,30050.740,30086.702,78442,90492,13516800,4759552,49522,20,2026-08-02T09:23:35.925077Z
M1,32,saturated,M1,false,1360.000,1.646,2.865,3.567,30576.383,31020.472,31061.476,81113,92127,13762560,4849664,49480,19,2026-08-02T09:23:35.925077Z
M1,33,saturated,M1,false,1420.000,1.420,2.337,3.702,31566.032,31997.059,32031.756,83799,93172,14008320,4956160,49440,0,2026-08-02T09:23:35.925077Z
M1,34,saturated,M1,false,1362.000,1.624,2.735,4.220,32533.073,32963.518,33009.435,86643,94768,14254080,5062656,49498,0,2026-08-02T09:23:35.925077Z
M1,35,saturated,M1,false,1438.000,1.424,2.235,2.828,33520.518,33957.757,33987.692,89425,95952,14499840,5152768,49460,0,2026-08-02T09:23:35.925077Z
M1,36,saturated,M1,false,1325.000,1.796,2.774,3.569,34480.362,34921.419,34953.731,92276,97587,14770176,5251072,49519,0,2026-08-02T09:23:35.925077Z
M1,37,saturated,M1,false,1379.000,1.604,3.675,5.616,35441.007,35874.611,35917.409,94996,98752,15015936,5373952,49502,20,2026-08-02T09:23:35.925077Z
M1,38,saturated,M1,false,1362.000,1.671,2.798,10.641,36171.746,36398.904,36429.504,97748,100094,15294464,5480448,49499,1,2026-08-02T09:23:35.925077Z
M1,39,saturated,M1,false,1280.000,1.673,3.462,17.794,36180.485,36419.266,36434.369,100471,101476,15548416,5578752,49565,0,2026-08-02T09:23:35.925077Z
M1,40,saturated,M1,false,1387.000,1.599,2.699,4.330,36252.233,36474.144,36494.330,103111,102838,15785984,5677056,49493,25,2026-08-02T09:23:35.925077Z
M1,41,saturated,M1,false,1293.000,1.573,2.797,24.169,36226.109,36470.093,36487.098,105837,104118,16048128,5791744,49580,0,2026-08-02T09:23:35.925077Z
M1,42,saturated,M1,false,1400.000,1.567,2.390,3.050,36269.484,36492.227,36521.027,108520,105518,16277504,5881856,49501,0,2026-08-02T09:23:35.925077Z
M1,43,saturated,M1,false,1360.000,1.572,2.553,3.957,36284.946,36506.076,36528.115,111240,106818,16523264,5988352,49500,0,2026-08-02T09:23:35.925077Z
M1,44,saturated,M1,false,1420.000,1.489,3.071,3.463,36228.594,36451.098,36489.622,114027,108200,16777216,6094848,49540,7,2026-08-02T09:23:35.925077Z
M1,45,saturated,M1,false,1315.000,1.818,3.027,3.578,36276.273,36497.546,36530.011,116831,109618,17055744,6209536,49553,0,2026-08-02T09:23:35.925077Z
M1,46,saturated,M1,false,1348.000,1.598,2.261,9.226,36276.808,36506.669,36538.716,119491,110998,17317888,6299648,49557,0,2026-08-02T09:23:35.925077Z
M1,47,saturated,M1,false,1439.000,1.576,2.826,3.511,36254.249,36476.587,36514.735,122242,112319,17563648,6406144,49520,0,2026-08-02T09:23:35.925077Z
M1,48,saturated,M1,false,1281.000,1.558,3.791,15.012,36228.986,36460.198,36487.390,125051,114211,17825792,6529024,49540,3,2026-08-02T09:23:35.925077Z
M1,49,saturated,M1,false,1280.000,1.707,3.346,9.607,36245.197,36485.282,36501.428,127679,115120,18063360,6627328,49620,1,2026-08-02T09:23:35.925077Z
M1,50,saturated,M1,false,1325.000,1.647,3.896,12.392,36315.727,36562.549,36579.420,130287,116912,18333696,6717440,49540,12,2026-08-02T09:23:35.925077Z
M1,51,saturated,M1,false,1142.000,1.557,11.079,43.324,36413.991,36673.970,36719.198,132875,117901,18554880,6815744,49572,0,2026-08-02T09:23:35.925077Z
M1,52,saturated,M1,false,1140.000,1.632,4.551,16.433,36615.238,36885.328,36902.784,135144,119500,18767872,6905856,49560,0,2026-08-02T09:23:35.925077Z
M1,53,saturated,M1,false,1186.000,2.017,5.954,13.385,36749.516,37005.019,37053.798,137474,120628,19005440,7004160,49618,10,2026-08-02T09:23:35.925077Z
M1,54,saturated,M1,false,1307.000,1.496,4.324,15.378,36873.781,37106.642,37134.594,139905,121872,19234816,7086080,49540,20,2026-08-02T09:23:35.925077Z
M1,55,saturated,M1,false,1360.000,1.736,2.578,2.978,36917.186,37135.959,37161.164,142545,123101,19480576,7192576,49560,16,2026-08-02T09:23:35.925077Z
M1,56,saturated,M1,false,1360.000,1.738,2.631,3.198,36956.998,37177.463,37199.015,145288,124736,19734528,7282688,49551,0,2026-08-02T09:23:35.925077Z
M1,57,saturated,M1,false,1281.000,1.670,3.890,10.042,36985.427,37211.371,37242.412,147701,125832,19988480,7389184,49580,6,2026-08-02T09:23:35.925077Z
M1,58,saturated,M1,false,1380.000,1.661,2.384,2.895,37071.977,37282.971,37312.461,150340,127142,20258816,7495680,49560,20,2026-08-02T09:23:35.925077Z
M1,59,saturated,M1,false,1319.000,1.741,2.848,10.152,37034.452,37245.277,37276.083,153096,128502,20504576,7602176,49610,0,2026-08-02T09:23:35.925077Z
M1,60,saturated,M1,false,1381.000,1.451,2.217,4.171,37088.518,37305.175,37321.840,155796,130373,20750336,7692288,49580,0,2026-08-02T09:23:35.925077Z
M1,61,saturated,M1,false,1302.000,1.682,6.202,13.306,37101.354,37343.433,37370.848,158537,131222,20996096,7806976,49678,7,2026-08-02T09:23:35.925077Z
M1,62,saturated,M1,false,1426.000,1.490,2.754,14.186,37138.463,37369.386,37385.555,161244,132877,21217280,7913472,49577,20,2026-08-02T09:23:35.925077Z
M1,63,saturated,M1,false,1420.000,1.476,2.299,2.840,37107.740,37316.838,37345.480,1766,134496,21299200,8003584,49600,0,2026-08-02T09:24:35.934992Z
M1,64,saturated,M1,false,1360.000,1.535,2.409,8.441,37100.412,37326.074,37349.756,4619,135939,21299200,8060928,49580,14,2026-08-02T09:24:35.934992Z
M1,65,saturated,M1,false,1363.000,1.690,2.823,7.142,37138.195,37352.257,37379.597,7351,137279,21299200,8126464,49586,11,2026-08-02T09:24:35.934992Z
M1,66,saturated,M1,false,1366.000,1.595,2.750,10.209,37112.191,37332.686,37382.314,10106,138648,21299200,8192000,49634,0,2026-08-02T09:24:35.934992Z
M1,67,saturated,M1,false,1414.000,1.454,2.638,3.600,37050.277,37271.886,37291.180,12907,140062,21299200,8257536,49600,6,2026-08-02T09:24:35.934992Z
M1,68,saturated,M1,false,1400.000,1.630,2.544,3.032,37039.999,37253.728,37296.971,15682,141187,21299200,8306688,49600,0,2026-08-02T09:24:35.934992Z
M1,69,saturated,M1,false,1300.000,1.690,2.554,11.525,36996.208,37206.029,37221.457,18504,142587,21299200,8372224,49695,0,2026-08-02T09:24:35.934992Z
M1,70,saturated,M1,false,1359.000,1.602,2.865,8.916,37024.824,37242.419,37282.938,21173,143967,21299200,8437760,49620,20,2026-08-02T09:24:35.934992Z
M1,71,saturated,M1,false,1273.000,1.446,2.992,32.500,37048.397,37279.921,37348.311,23883,145266,21299200,8503296,49772,20,2026-08-02T09:24:35.934992Z
